A Girl at My Door||||Young-nam was a promising graduate of the police academy before she was transferred to the small seaside village, as a result of misconduct. On her first day in the village, she encounters Dohee, a girl living in the town with a gloomy looking face. As Young-nam tries to acclimate to her new surroundings, Dohee's grandma died in a car accident. To protect the girl from her stepfather's abuse, Young-nam lets Dohee stay at her place, but things become more mysterious as she gets to know her.||||2014||||movie||||N/A||||Drama
Rules Don't Apply||||An aspiring young actress (Lily Collins) and her ambitious young driver (Alden Ehrenreich) struggle hopefully with the absurd eccentricities of the wildly unpredictable billionaire, Howard Hughes, (Warren Beatty) for whom they work. It's Hollywood, 1958. Small town beauty queen, songwriter, and devout Baptist virgin Marla Mabrey (Collins), under contract to the infamous Howard Hughes (Beatty), arrives in Los Angeles. At the airport, she meets her driver Frank Forbes (Ehrenreich), who is engaged to be married to his 7th grade sweetheart and is a deeply religious Methodist. Their instant attraction not only puts their religious convictions to the test, but also defies Hughes' #1 rule: no employee is allowed to have any relationship whatsoever with a contract actress. Hughes' behavior intersects with Marla and Frank in very separate and unexpected ways, and as they are drawn deeper into his bizarre world, their values are challenged and their lives are changed.||||2016||||movie||||PG-13||||Comedy, Drama, Romance
Tulip Fever||||In 17th Century Amsterdam, an orphaned girl Sophia (Alicia Vikander) is forcibly married to a rich and powerful merchant Cornelis Sandvoort (Christoph Waltz) - an unhappy "arrangement" that saves her from poverty. After her husband commissions a portrait, she begins a passionate affair with the painter Jan Van Loos (Dane DeHaan), a struggling young artist. Seeking to escape the merchant's ever-reaching grasp, the lovers risk everything and enter the frenzied tulip bulb market, with the hope that the right bulb will make a fortune and buy their freedom.||||2017||||movie||||R||||Drama, History, Romance
I Am Michael||||I AM MICHAEL is the incredible true-life story of Michael Glatze (Franco), a high profile gay youth activist who created a national controversy when he claimed to no longer be gay and became a straight Christian pastor. The film follows Michael from his life in San Francisco with his boyfriend Bennett (Quinto), where he pursues political activism, a journalist career at XY Magazine, social awareness, and sexual exploration, to his days of personal self-discovery. After a traumatic scare, Michael is plagued by doubt and paranoia, and begins a religious reawakening. Michael renounces his gay lifestyle, rejects his friends, and endeavors to find his "true self." He explores Buddhism and Mormonism, yet ultimately lands at a Christian Bible school in rural Wyoming where he meets his girlfriend, Rebekah (Roberts), and becomes the pastor of his own church. This powerful new film captures one man's haunting journey through modern concepts of love, denial and redemption.||||2015||||movie||||NOT RATED||||Biography, Drama, Romance
Andiamo a quel paese||||Valentino and Salvo, unemployed in search of fortune and recommendation, leave Palermo for a small country called Monteforte, where Valentino was born and have broke up the woman of his dreams. The situation in Monteforte is not promising: people whispered among square, church, bars and barber. The mature age of the villagers, inspire Salvo to live with the retirement of his mother in law, trying to involve every aunt and uncle that own a pension. Welcomed and forced to a strict diet, which keeps them healthy and alive, the Retired delegate life and the withdrawal of the pension to Salvo and Valentino, who buy the first new car and try to enjoy their life finally. But one after another the old guests die, leaving Salvo and Valentino in complete despair. The two do not give up and they invent new solutions to combat the lack of money. The epilogue is bitter and claims the urgency of a generational change of the ruling classes in Italy.||||2014||||movie||||N/A||||Comedy
On the Milky Road||||A story that stretches across war, blossoming love and living as a recluse.||||2016||||movie||||N/A||||Comedy, Drama, Fantasy
Rangoon||||A love triangle forms against the backdrop of the Second World War.||||2017||||movie||||NOT RATED||||Action, Drama, History, Romance, War
Stuck||||Brandi is a hard-partying, overworked, nursing assistant desperate for a promotion at the retirement home where she works. After a night of drug-binging and partying, she accidentally hits a certain Thomas Bardo a deadbeat and recently evicted man who gets stuck in the windshield of her car. Not wanting to call for help since she is driving under the influence, Brandi, chooses not to get Thomas medical help and instead drives home and leaves him clinging to his life in the windshield of her car. While Brandi frantically tries to decide what she is going to do, Thomas, tries to free himself knowing his time is running out.||||2007||||movie||||R||||Biography, Crime, Drama, Horror, Thriller
2:22||||A clever, roller-coaster thriller that centers on Dylan an air traffic controller who is given a jolt when he narrowly escapes being responsible for a mid air collision between two passenger planes. Caused by a mysterious blinding light that happened at 2:22, these strange occurrences continue and lead Dylan to meet Sarah, with whom he feels inexplicably linked. Together the two discover uncanny similarities with their current predicament and a double murder committed a generation ago. With a grim fate looming, Dylan must solve the mystery of 2:22 to preserve a love whose second chance has finally come.||||2017||||movie||||PG-13||||Thriller
A Star Is Born||||Jackson Maine (Cooper), a country music star on the brink of decline, discovers a talented unknown named Ally (Germanotta). As the two begin a passionate love affair, Jackson coaxes Ally into the spotlight, catapulting her to stardom. But as Ally's career quickly eclipses his own, Jack finds it increasingly hard to handle his fading glory.||||2018||||movie||||R||||Drama, Music, Romance
Jigsaw||||Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years.||||2017||||movie||||R||||Horror, Mystery, Thriller
Fallen||||Det. John Hobbes is convinced that when killer Edgar Reese is executed, all of his troubles are over. But when people he knows and people on the street start to sing the same tune that Reese sang in the gas chamber, and those same people taunt him, he is told that maybe the cursed fallen angel Azazel is behind it all. Azazel is cursed to roam the Earth without a form, and he can switch bodies by any contact, making him hard to track. When Hobbes is forced to kill a man possessed by Azazel, he must clear his name while protecting his family and others from the evil, vengeful Azazel.||||1998||||movie||||R||||Action, Crime, Drama
The Crash||||Set in the future when the US economy is on the brink of yet another massive financial crisis, The Crash tells the story of Guy Clifton (Frank Grillo), a federally-indicted stock trader, who is secretly enlisted by the federal government to help thwart a cyber-attack aimed at the US stock markets - an attack that could permanently cripple the economy. Our 'richer than God' protagonist is charged with assembling a team capable of running the government's top secret 'shadow stock exchange' in an attempt to keep the markets from mass panic in the event the cyber-hijack is successful. Having only ever been fueled by his love of money, Guy fully intends to use his insider knowledge of this world catastrophe for personal gain until he unearths the organization behind the attack and discovers its motives. For the first time in his life, Guy is challenged to make decisions not only for himself, but also for the good of his country - decisions that are rooted in morality rather than dollar signs. This fast-paced, save-the-world thriller is a story of redemption that also challenges the audience to question if their money is safe, and if so, for how long.||||2017||||movie||||R||||Crime, Thriller
Eye in the Sky||||Colonel Katherine Powell is a UK-based military officer in command of a top secret drone operation to capture terrorists in Kenya. Through remote surveillance and on-the-ground intel, Powell discovers the targets are planning a suicide bombing and the mission escalates from "capture" to "kill." But as American pilot Steve Watts (Aaron Paul) is about to engage, a nine-year old girl enters the kill zone triggering an international dispute, reaching the highest levels of US and British government, over the moral, political, and personal implications of modern warfare.||||2015||||movie||||R||||Drama, Thriller, War
The Man||||A federal agent turns up dead and a hardcore undercover agent, known as Derrick Vann heads off to try and recover the stolen arms and find the killers. Andy Fiddler is an ordinary family man and a dentist, and is out heading to a conference, when he gets stuck in the same mess. Criminal Kane believes Fiddler is 'The Man' behind it all and offers him a gun. Vann spots him and drags him across town, with him posing as the actual 'Man'.||||2005||||movie||||PG-13||||Action, Comedy, Crime
Max Steel||||When teenage Max McGrath discovers his body can generate the universe's most powerful energy, he must bond with the only being able to contain it - a mysterious techno-organic extraterrestrial named Steel. United as the superhero Max Steel, the two friends must combat an alien menace and unlock the secrets of their past.||||2016||||movie||||PG-13||||Action, Adventure, Family
Radical||||The murder of a mysterious woman unfolds the brutal story of an Israeli radical group, the tycoon they are hunting for and the crooked cops that are stuck in between.||||2013||||movie||||N/A||||Crime, Thriller
Move On||||An unusual road trip beginning in the Netherlands takes a series of unexpected turns through Germany and Eastern Europe.||||2012||||movie||||N/A||||Action, Drama, Thriller
The Big Call||||A young police constable helps task force and and a female undercover to capture phone fraud criminal group.||||2017||||movie||||N/A||||Crime, Drama, Mystery
The Great Mystical Circus||||Follows a century in the lives of the Knieps, an Austrian family of circus owners.||||2017||||movie||||N/A||||Drama
The Truth About Lies||||Gilby Smalls is having a meltdown. He's just been fired from his job, lost his apartment in a fire and his girlfriend gave him the boot. And it's only Wednesday. Now, at the ripe old age of thirty-something, he is forced to move in with May, his booze-swindling man-obsessed mother. This is the last straw. Gilby's life is bleak until best friend Kevin drags him to a family get-together, where he meets Rachel, Kevin's very beautiful but very married sister. Rachel is the very thing Gilby needs to get his life back on track. Desperate to impress her, Gilby starts to weave a web of lies; one bigger than the next. Now in a sticky mess, Gilby is forced to face the uncomfortable truth about himself before he can find a way out of his very own Lies. The Truth About Lies explores the potent role lying plays in relationships and life with some surprising results!||||2018||||movie||||TV-14||||Comedy, Romance
Resident Evil: The Final Chapter||||Picking up immediately after the events in Resident Evil: Retribution, Alice (Milla Jovovich) is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.||||2016||||movie||||R||||Action, Horror, Sci-Fi, Thriller
The Ballad of Narayama||||In a small village in a valley everyone who reaches the age of 70 must leave the village and go to a certain mountain top to die. If anyone should refuse he or she would disgrace their family. Old Orin is 69. This winter it is her turn to go to the mountain. But first she must make sure that her eldest son Tatsuhei finds a wife.||||1983||||movie||||NOT RATED||||Drama
Basmati Blues||||A brilliant scientist is plucked out of the company lab and sent to India to sell the genetically modified rice she created - which she doesn't realize will destroy the farmers she thinks she's helping.||||2017||||movie||||NOT RATED||||Comedy, Musical, Romance
Division 19||||2039. Jails have been turned into online portals where the public gets to choose what prisoners eat, wear, watch and who they fight. So successful is Panopticon TV, it is about to be rolled out to a whole town, providing subscribers even more choice.||||2016||||movie||||N/A||||Action, Sci-Fi, Thriller
The Hollars||||Aspiring NYC artist John Hollar returns to his middle America hometown on the eve of his mother's brain surgery. Joined by his girlfriend, eight months pregnant with their first child, John is forced to navigate the crazy world he left behind as his dysfunctional family, high school pals, and over-eager ex flood back into his life ahead of his mother's operation.||||2016||||movie||||PG-13||||Comedy, Drama, Romance
An Insignificant Man||||At the heart of An Insignificant Man is the most polarising man in India today - Arvind Kejriwal. Filmed over the course of 2 years, this film is a portrait of power, corruption and a controversial man. The film gives an insider's view into Arvind Kejriwal's brand of politics which has been labelled selfish, dangerous, anarchic and yet revolutionary. Shaking the country's most powerful political establishments with basic public issues like water, electricity, and graft, Kejriwal has emerged as the leader of the newest political force in India - the Common Man's Party. With never-before-seen footage, the film offers a unique insight into a fledgling political party's battle between survival and extinction in the largest democracy in the world. Capturing moments of triumph and despair, the film is a moving cinematic journey through the narrow lanes of Delhi's shantytowns to the closed corridors of political power.||||2016||||movie||||N/A||||Documentary, Thriller
Kidnap||||In the US, a child goes missing every 40 seconds. You never think it will happen to you. Until it does. Alone and scared, Karla Dyson (Halle Berry) is unwilling to leave the fate of her son's life in someone else's hands. When she catches a glimpse of the abductors speeding away, she decides to fight back. In a heart pounding race against time, Kate begins a high speed pursuit and will stop at nothing to save her son's life.||||2017||||movie||||R||||Action, Crime, Drama
Beta Test||||While testing the latest first person shooter from global game developer, Sentinel, video game champion Max Troy discovers the events happening within the game are being reflected in the real world. He soon determines that the game's protagonist is real-life Orson Creed, an ex-Sentinel employee who is being remotely controlled by the corporation for reasons unknown. As virtual and real worlds collide, Max and Creed must join forces to unravel the conspiracy before the game's sinister events escalate and overwhelm the city.||||2016||||movie||||NOT RATED||||Action, Sci-Fi, Thriller
Gadbad Gondhal||||Gadbad Gondhal is a 2016 Marathi Romantic - Comedy film directed by Yogesh Dattatraya Gosavi. It is a love story of a couple Sanmitra (Santosh Juvekar)and Gargi (Smita Gondhkar),Sanmitra and Gargi. The film also highlights the generation gap but in a light comedy manner.||||2016||||movie||||N/A||||Drama, Family, Romance
My Boss, My Teacher||||Doo-sik (JUNG Jun-ho), the number two of a leading gang, the D-Dogs, is full of ambition and expectation, for his once in a life time opportunity to be back to school not as a student, not a guard, but as a student teacher! It's really something for him, 'cause he already failed to complete his high school course years ago. Now it's kind of a second chance for him. He just interprets this teaching practice as something like a social adaptation course for the prisoners who are going to be freed and back to society soon. But has he got what it takes as a teacher? Even on the first day, he is just out of the way and eccentric. He enters school through the dog hole. And it doesn't take long to sum up that his behavior is just way too much for the students to accept and respect in a teacher. And as the fate would have it, his own boss, the leader of the D-Dogs, is now right in front of him, as one of the students, and two of his loyal men are out of reach every time he's in trouble! Doo-sik just dashes this way and rushes that way and all the incidents are leading Doo-sik to a place no one expects.||||2006||||movie||||N/A||||Action, Comedy
Sacco and Vanzetti||||The story of two Italian immigrant radicals who were executed in 1927 offers insights into present-day issues of civil liberties and the rights of immigrants.||||2006||||movie||||N/A||||Documentary
River's Edge||||A group of high school friends must come to terms with the fact that one of them, Samson, killed another, Jamie. Reactions vary, as Layne is intent on protecting Samson and smuggling him out of the state, while others think it's best to go to the police. Matt's tough little brother also finds out about the body and no one knows quite how the police will learn about the murder or who will be blamed for it.||||1986||||movie||||R||||Crime, Drama
Eloise||||Set in a defunct insane asylum known as 'Eloise,' four friends break into the abandoned institution in hopes of finding a death certificate, which will grant one of them the rights to a sizable inheritance. While inside the asylum, the group not only finds that Eloise houses a horrifying history but also the truth about their own tragic pasts.||||2017||||movie||||R||||Horror, Mystery, Thriller
Splinter Cell||||Follows the missions of a special operative spy.||||2017||||movie||||N/A||||Action, Adventure, Crime
Gotti||||The film will reveal the relationship of a father who lived and died by the mob code and a son who, while brought up to lead a life of crime, chose to leave that world behind and redeem himself and the Gotti name. Never before has there been such an inside look at the Gotti family and their world of danger, betrayal and redemption. John Gotti was head of the Gambino crime family, which in its time was the largest and most powerful crime organization in the country. Known as the "Dapper Don," John Gotti's flamboyant style and outspoken personality made him one of the most famous mobsters of the 20th century and he ruled the underworld until he died from cancer in 2002 while serving a life sentence. In 1988, at the age of 24, Gotti Jr. became a "made man," and was officially inducted into the Mafia, making him the heir-apparent to head the Gambino crime family and follow in his father's footsteps. But in 1999, Gotti Jr. paid a now-famous last visit to his imprisoned and dying father to tell him he was ending his life of crime and getting out of the family business. During the years that followed his father's death, Gotti Jr. had a long legal battle ahead of him and served three jail sentences, totaling approximately nine years, for a variety of charges. Gotti Jr. was finally released from prison in December 2009.||||2018||||movie||||R||||Biography, Crime, Drama
The Man Who Killed Don Quixote||||Toby, a disillusioned advertising executive, becomes pulled into a world of time jumping fantasy when a Spanish cobbler believes him to be Sancho Panza. He gradually becomes unable to tell dreams from reality.||||2018||||movie||||N/A||||Adventure, Comedy, Drama, Fantasy
Little Crusader||||Knight Borek is searching for his missing son. Enthralled by the stories of children's crusades, little Jan has run away from home. Borek's crusade is a journey into his own subconscious, where he is forced to confront his greatest fear.||||2017||||movie||||N/A||||Drama, History
According to Mathew||||N/A||||2018||||movie||||N/A||||Crime, Romance, Thriller
Tarzan's Secret Treasure||||Tarzan's jungle home, and his family, Jane and Boy, are threatened by men greedy for gold.||||1941||||movie||||UNRATED||||Action, Adventure, Romance
Yalghaar||||The film "explores what happens in the lives of those involved, including the militants and how all of them are affected at a personal level because of the ongoing operation"||||2017||||movie||||N/A||||Action, Romance, War
The First, the Last||||Two bounty hunters (Albert Dupontel and Bouli Lanners) are looking for a cell phone in the french countryside. They meet cowboys, fools and Jesus.||||2016||||movie||||N/A||||Comedy, Crime, Romance
The Veil||||Twenty-five years after members of a religious cult committed mass suicide, the lone survivor returns to the scene of the tragedy with a documentary crew in tow.||||2016||||movie||||R||||Horror, Thriller
Krystal||||A young man living a sheltered life develops a crush on a stripper and joins her Alcoholics Anonymous group just so he can be in the same room with her.||||2017||||movie||||R||||Comedy, Drama
The Adventures of Tintin: Prisoners of the Sun||||Plot unknown.||||2016||||movie||||N/A||||Animation, Adventure
The Grump||||The Grump is a man from the past. A man who knows that everything used to be so much better in the old days. Pretty much everything that's been done after 1953 has always managed to ruin The Grump's day. Our story unfolds as The Grump takes a fall from his basement steps, hurting his ankle. He has to spend a weekend in Helsinki to attend physiotherapy. The Grump doesn't like this for four reasons: 1) He has to take a taxi. 2) He can't take daily care of his wife, an Alzheimer's patient. 3) He can't drive, which means he might have to sit in a car with a female driver. 4) He has to spend time with his family. The daughter-in-law is a career woman, not keen to spend time with The Grump when he comes to the city. Her boss has given her the task to look after Russian businessmen supposed to close a major deal over the weekend. It doesn't make her any happier when The Grump decides to help with the deal. Then The Grump has to face his useless son to become the father he never was, teaching his son how to take care of his loved ones. A thing The Grump has never been able to do. And somebody's day will be ruined.||||2014||||movie||||N/A||||Comedy, Drama
Holly, Jingles and Clyde 3D||||Two bumbling elves, Jingles and Clyde, team up with Santa's daughter Holly to try to help a Michigan family in danger of losing its Christmas-tree farm.||||2017||||movie||||N/A||||Comedy, Romance
The Gettysburg Address||||In the midst of the Civil War, President Lincoln went to Gettysburg, the place of America's greatest suffering, to offer his "few appropriate remarks" at the dedication of the Soldiers' National Cemetery. In 272 words he redefined the meaning of the war, explained to a wounded nation why the bloodletting must continue--what was worth fighting and dying for. "The Gettysburg Address" investigates the five extant copies of Lincoln's famous speech, separating fact from fiction along the way. Lincoln's greater journey to Gettysburg is chronicled, from his early anti-slavery sentiments as a poor farmer's son to his rousing orations as one of America's greatest leaders. In a spirit not dissimilar to Lincoln's transcending proposition of rebirth at Gettysburg, the film investigates for the first time the speech's many cultural and historical significances, both then and now. Featuring interviews with the country's leading historians, politicians, Civil Rights leaders, Women's Rights proponents, Ivy League scholars, celebrities, and everyday Americans, "The Gettysburg Address" deconstructs mythology in substantiating the speech's classification as a true American treasure.||||2017||||movie||||N/A||||History
Cuckoo on a Choo Choo||||Larry and Shemp are living in a stolen railroad car. Larry wants to marry his girlfriend, but she won't consent until Shemp marries her sister. Shemp however, is constantly drunk and in love with "Carry", an imaginary giant canary. Moe is an investigator from the railroad, sent to discover how the car was stolen from a moving train. Moe is also in love with Shemp's girl. Shemp winds up with both women, but still prefers his imaginary canary.||||1952||||movie||||N/A||||Comedy, Short
Fantastic Beasts: The Crimes of Grindelwald||||The second installment of the "Fantastic Beasts" series set in J.K. Rowling's Wizarding World featuring the adventures of magizoologist Newt Scamander.||||2018||||movie||||N/A||||Adventure, Family, Fantasy
Geostorm||||When catastrophic climate change endangers Earth's very survival, world governments unite and create the Dutch Boy Program: a world wide net of satellites, surrounding the planet, that are armed with geoengineering technologies designed to stave off the natural disasters. After successfully protecting the planet for two years, something is starting to go wrong. Two estranged brothers are tasked with solving the program's malfunction before a world wide Geostorm can engulf the planet.||||2017||||movie||||PG-13||||Action, Sci-Fi, Thriller
The Distinguished Citizen||||After refusing big and prestigious awards all over the world, Mr. Mantovani, Literature Nobel Prize winner, accepts an invitation to visit his hometown in Argentina, which has been the inspiration for all of his books. It turns out that accepting this invitation is the worse idea of his life. Expect the unexpected when you have used real people as characters in your novels!||||2016||||movie||||N/A||||Comedy, Drama
Lost in Florence||||Eric Lombard is at a crossroads - does he continue to pursue his long-shot dream of playing professional football, or does he start the next phase of his life, and apply to law school? As he struggles with this decision, Eric - along with his longtime girlfriend, Colleen - visits his cousin in Florence. There, to his surprise, he gets involved with the ancient local sport of Calcio Storico - and everything that Eric has assumed about his life is challenged.||||2017||||movie||||NOT RATED||||Adventure, Drama, Romance
A Monster Calls||||The monster does not come walking often. This time it comes to Conor, and it asks for the one thing Conor cannot bring himself to do. Tell the truth. This is a very touching story about a boy who feels very damaged, guilty and mostly angry. He struggles at school with bullies, and pity looks from everyone, and at home with his mother's sickness. Will Conor overcome his problems? Will everything be okay? Will Conor be able to speak the truth?||||2016||||movie||||PG-13||||Animation, Drama, Fantasy
Star Wars: The Last Jedi||||Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.||||2017||||movie||||PG-13||||Action, Adventure, Fantasy
Dussehra||||N/A||||2013||||movie||||N/A||||Thriller
About Elly||||A group of middle-class friends travel from Tehran to spend the weekend at the seaside. Sepideh invites Elly, who is her daughter's teacher, to travel with the three families in order to introduce her to their recently divorced friend Ahmad, now living in Germany. The next morning, the two women go shopping in the town and Elly says that she has to return to Tehran because her mother has been recently submitted to hospital for heart surgery, but Sepideh asks her to stay and hides her luggage. The children are playing in the sea and one mother asks Elly to watch them. Out of the blue, Sepideh's daughter calls to some men playing volleyball to rescue one of the children from the water. After rescuing the little boy they seek out Elly, questioning whether she has drowned or returned to Tehran. What has happened to Elly?||||2009||||movie||||N/A||||Drama, Mystery, Thriller
Taramani||||An orthodox youngster and a free-spirited lady fall in love, only to understand that they are different in all aspects of life. How do they realise their complex requirements and mistakes?||||2017||||movie||||N/A||||Drama, Romance
Baba Sathya Sai||||N/A||||2017||||movie||||N/A||||Biography
102 Not Out||||102 Not Out is a 2018 comedy-drama film, with legendary actor Amitabh Bachchan playing a 102-year-old wanting to break the oldest-man-alive record. Another Bollywood legend Rishi Kapoor plays his sad and grumpy 75-year-old son.||||2018||||movie||||PG||||Comedy, Drama
Ghoomketu||||Ghoomketu is the story of an aspiring writer from a small town in U.P. His failed attempt to get a job at the local newspaper leaves him disappointed. His father is fed up with his 'good-for-nothing' son. He runs away to Mumbai. After some initial setbacks, he gives himself 30 days to try and prove his worth and make a mark as a bollywood writer. The film is full of humorous incidents and anecdotes of what unfolds in the 30 days.||||2015||||movie||||N/A||||Comedy
Temple of Art||||N/A||||2015||||movie||||N/A||||Documentary
Anurakthi 3D||||N/A||||2018||||movie||||N/A||||Drama
In Saturn's Rings||||Takes audience on a 14 billion light year journey of the mind, heart and spirit from the big bang to the near future via the Cassini-Huygens Mission at Saturn.||||2018||||movie||||N/A||||Documentary, Animation
Total Dhamaal||||Plot unknown. The third installment of the Dhamaal film series.||||2018||||movie||||N/A||||Comedy
Maula Jatt 2||||N/A||||2017||||movie||||N/A||||Action, Drama
Bleed for This||||The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks.||||2016||||movie||||R||||Biography, Drama, Sport
Dark Blood||||Dealing with nuclear testing and its long-lasting deadly effects, the story portrays Boy, a young widower living in the desert on a nuclear testing site. Living as a hermit, he waits for the end of the world carving Kachina dolls that he believes have magical powers. While traveling on a "second" honeymoon across the Arizona desert, the car of a Hollywood jet-set couple breaks down. They are rescued by Boy, who holds them prisoners because he desires the woman and wants to create a better world with her.||||2012||||movie||||N/A||||Thriller
The Happytime Murders||||A murder mystery set in a world where humans and puppets co-exist, but puppets are viewed as second-class citizens. When the puppet cast of an '80s children's TV show begins to get murdered one by one, a former cop, who has since become a private eye, takes on the case.||||2018||||movie||||R||||Action, Comedy, Crime, Mystery, Thriller
Song to Song||||Two intersecting love triangles. Obsession and betrayal set against the music scene in Austin, Texas.||||2017||||movie||||R||||Drama, Music, Romance
Kill the Rapist||||N/A||||2015||||movie||||N/A||||Thriller
Monster Trucks||||In a small town, an oil company is drilling for oil. The geologist, Dowd, informs his boss, Tenneson that they detected what could be an ecosystem which could affect their drilling rights. But Tenneson tells them to go on and something happens. Something came out and Tenneson wants to keep it quiet by keeping what came out on ice. In the town, something's been taking the fuel tanks off vehicles, leaving a big hole. Tripp, who lives in the town is frustrated at his life, specifically not having a vehicle of his own. He works at a scrap yard and he's been working on restoring an old truck. One day he thinks he hears something and traps it in the storage pit. He calls the Sheriff who's his step-father, whom he doesn't like. And when he gets there, it's gone. Later he sets a trap for it and sees it's a slug like creature who feeds on oil. He would bond with it. Later a man from the oil company shows up at the yard and asks him about the thing he reported earlier. Tripp feigns it was mistaken but the guy doesn't believe him. The creature enters the chassis of the truck he was working on and makes it move. He then gets in the truck and it goes off on it's own and he tries to figure out what to do.||||2016||||movie||||PG||||Action, Adventure, Comedy
Snap Shot||||Friends reunite for a party and hunting trip. It's the first time they've met since the hunting death of an unknown man. Geoffrey, responsible for the accidental shooting, is crippled by ...||||2018||||movie||||N/A||||Thriller
Aayaam||||A youth oriented drama with perfect blend of Entertainment and elements of Social awareness, particularly highlighting stigma and discrimination.||||2015||||movie||||N/A||||Drama
Killing Winston Jones||||Long-suffering gym teacher Ethan is the glue that holds his eccentric family together. But when his father gets locked in a bitter contest with his old rival, Washington, both former phys-ed teachers, over whose name will be on the new high school gym, Ethan finds his life -- and his family -- spiraling out of control. The fact that the school's principal, Ethan's old rival for beautiful Virginia, is conniving behind the scenes to win Virginia and destroy Ethan's family, is getting on Ethan's very last nerve. But Ethan might be just the guy to snatch victory -- and Virginia -- from the jaws of defeat.||||2014||||movie||||N/A||||Comedy
